-24.9158511,151.9281969
-24.9102859,151.9448466
-24.9208587,151.9371144
-24.924378,151.9460397
-24.925991,151.9340919
-24.8745237,151.8708398
-24.8855635,151.9122206
-24.8950951,151.9094754
-24.9025067,151.8989704
-24.9106542,151.873926
-24.9074931,151.8862344
-24.9042726,151.8929459
-24.9123202,151.8760976
-24.9154848,151.884342
-24.9226914,151.8723932
-24.9144238,151.8838048
-24.9234868,151.8942599
-24.9314354,151.8747831
-24.9304131,151.8815276
-24.9327251,151.8916693
-24.9266981,151.9045059
-24.9268735,151.9087353
-24.9277137,151.9195195
-24.9274627,151.8767916
-24.9299495,151.8790216
-24.9334052,151.8966502
-24.9339316,151.9093372
-24.9317045,151.9088768
-24.9282717,151.919585
-24.9277685,151.9507579
-24.9402418,151.8719414
-24.9462344,151.8828136
-24.9353641,151.8856478
-24.932077,151.8904294
-24.9421495,151.9014124
-24.9308233,151.9144559
-24.9386833,151.9279186
-24.9408231,151.9240222
-24.9433659,151.8739836
-24.9491408,151.8826794
-24.9474857,151.8886425
-24.9451002,151.8962891
-24.9398878,151.9119857
-24.9415245,151.9156391
-24.9443724,151.9184976
-24.9455315,151.9263653
-24.9398184,151.9374789
-24.9468345,151.9358052
-24.939575,151.9482552
-24.9521316,151.8865617
-24.9516856,151.8938908
-24.9461612,151.9068584
-24.94523,151.9135015
-24.9478365,151.9234958
-24.9491217,151.9388882
-24.9489551,151.9372944
-24.9434492,151.9480619
-24.9268168,151.8750144
-24.9531908,151.6938954
-24.9519398,151.6926923
-24.9647759,151.6586608
-24.9609967,151.6613455
-24.9614543,151.6595332
-24.9649581,151.6712886
-24.9687067,151.65654
-24.84392,151.805457
-24.8449422,151.8157253
-24.8307664,151.8015717
-24.8404625,151.7985313
-24.8432344,151.8027226
-24.8380582,151.8323576
-24.8476432,151.8162508
-24.8506248,151.8235272
-24.8561323,151.8377754
-24.8588021,151.7881099
-24.8615125,151.8421871
-24.8626188,151.8487271
-24.8690054,151.8642324
-24.8617558,151.8000247
-24.8587331,151.8170394
-24.8600826,151.8244869
-24.8642948,151.7930459
-24.8657425,151.8120583
-24.8632096,151.8161579
-24.8722336,151.832788
-24.8592521,151.6771861
-24.8730206,151.665356
-24.8597726,151.6752737
-24.8725042,151.6857886
-24.8464087,151.688346
-24.850974,151.6991583
-24.8581326,151.6907361
-24.8571688,151.7022133
-24.8730933,151.6963431
-24.8660442,151.6798929
-25.096625,151.8234755
-25.0927268,151.8244289
-25.0864504,151.8292827
-25.0917997,151.8354023
-25.0939947,151.8282776
-25.1077049,151.8562702
-25.1144836,151.8512536
-25.1167445,151.8633394
-25.1051286,151.8439332
-25.0346183,151.8215561
-25.0403543,151.8313341
-25.03781,151.8165349
-25.0776435,151.819683
-25.0864877,151.8306866
-25.0379336,151.8074032
-25.0401373,151.8110474
-25.0333685,151.8498546
-25.0375185,151.8583825
-25.0411359,151.789828
-25.0390752,151.8049767
-25.039742,151.8029144
-25.0430142,151.8410399
-25.0407244,151.845361
-25.0394685,151.8578863
-25.0379491,151.8630045
-25.0392539,151.865985
-25.0483004,151.788524
-25.0541874,151.79568
-25.0542096,151.8081831
-25.0420731,151.8176949
-25.0505596,151.8193369
-25.0483057,151.8300701
-25.0475958,151.8363747
-25.0510257,151.8417141
-25.0488301,151.8539497
-25.0445452,151.863106
-25.0431848,151.8649963
-25.060471,151.7919556
-25.0593686,151.7942791
-25.057099,151.8028583
-25.0549826,151.8159817
-25.0528047,151.8186562
-25.05361,151.8292053
-25.0524175,151.8379729
-25.0607102,151.8418682
-25.0557944,151.8551747
-25.0577224,151.8611589
-25.0531565,151.8611688
-25.0659397,151.7938994
-25.0704286,151.7938793
-25.0562586,151.8127905
-25.0564531,151.8249709
-25.0628495,151.8381882
-25.0683359,151.8407437
-25.0603397,151.8589499
-25.0542871,151.8721571
-25.0650518,151.7907551
-25.0644217,151.8092557
-25.0670841,151.8107078
-25.0668523,151.8169759
-25.067253,151.8254988
-25.0645885,151.8330169
-25.0673009,151.8504468
-25.0648043,151.849192
-25.0653544,151.8605807
-25.0684328,151.8674982
-25.0705434,151.7983775
-25.0774383,151.8007492
-25.0755171,151.8149663
-25.0742515,151.8218035
-25.0711272,151.8284814
-25.0793079,151.8348552
-25.0717194,151.844659
-25.0727521,151.861509
-25.0768587,151.7948384
-25.0811595,151.8008185
-25.0763962,151.8341224
-25.072572,151.8395078
-25.0776475,151.8546652
-25.0829469,151.858648
-25.0794882,151.8687657
-25.0838611,151.7959716
-25.087945,151.7996915
-25.0816187,151.8100715
-25.0868875,151.8500571
-25.0891822,151.8568504
-25.0870956,151.8564623
-25.0843823,151.8671982
-25.0917454,151.7898339
-25.0921119,151.8040365
-25.093939,151.8048395
-25.0909325,151.8185676
-25.0914586,151.8414965
-25.0909383,151.8501642
-25.0935243,151.8576659
-25.0913393,151.8641504
-25.1022982,151.7885576
-25.1026817,151.8028344
-25.0981336,151.8041281
-25.0986421,151.8161009
-25.0938713,151.8367444
-25.1001703,151.8423199
-25.1013605,151.8561115
-25.099978,151.8575762
